nombre,edad,lugar_registro,marca_auto,modelo_auto,año_modelo,autonomia_km,tipo_carga,fecha_registro,version_software,baterias_recicladas
Agustina Elodia Mateu Lorenzo,48,Zaragoza,Tesla,Model X,2022,176,Rápida,2024-02-14,10.4.9,No
Coral Godoy Saldaña,70,Ávila,BMW,i3,2022,511,Ultra Rápida,2023-09-13,8.3.6,Sí
Rubén Mariño,55,Huelva,Tesla,Model S,2018,598,Ultra Rápida,2024-08-30,3.3.9,No
Miguel Celestino Zaragoza Ledesma,44,Córdoba,Ford,F-150 Lightning,2021,378,Lenta,2024-04-30,7.8.5,Sí
Íngrid Modesta Pons Ayuso,41,Vizcaya,Volkswagen,ID.4,2025,359,Ultra Rápida,2022-10-07,3.5.2,Sí
Evelia Gisela Milla Llano,18,Teruel,Kia,Niro EV,2023,283,Lenta,2023-03-31,9.8.5,Sí
Rosalva Arjona Oliveras,21,Ceuta,Nissan,Leaf,2021,398,Ultra Rápida,2022-05-13,2.3.2,Sí
Urbano Larrañaga Artigas,45,Jaén,Kia,EV6,2019,209,Rápida,2024-05-04,4.4.1,Sí
Modesta Figueras Criado,61,Las Palmas,BMW,i3,2019,426,Rápida,2022-11-22,7.6.7,Sí
Melchor Caparrós-Rius,42,Soria,Kia,Niro EV,2020,322,Rápida,2022-09-07,4.9.0,No
Armando Aguiló Fuertes,41,Almería,Kia,Niro EV,2020,163,Ultra Rápida,2024-07-14,3.7.7,Sí
Sol Coll Mas,40,Las Palmas,Tesla,Model Y,2025,371,Ultra Rápida,2024-05-28,9.6.3,No
Rufina Posada Cabañas,62,Lugo,BMW,iX,2023,168,Lenta,2024-06-09,9.0.0,No
Aurora Garcia Guerrero,53,Albacete,Kia,Niro EV,2018,177,Ultra Rápida,2023-04-17,7.9.0,Sí
Eloy Duran Carmona,19,Cantabria,Audi,e-tron,2018,502,Ultra Rápida,2024-12-07,2.1.7,Sí
Adoración Laguna Rueda,64,Baleares,Hyundai,Ioniq 5,2023,483,Lenta,2023-03-15,6.2.7,Sí
María Carmen Castellanos Galván,39,Cádiz,Audi,Q4 e-tron,2025,542,Rápida,2023-09-20,6.8.9,Sí
Gregorio Cáceres Mateu,43,Albacete,Kia,Niro EV,2019,539,Rápida,2023-05-24,8.8.4,No
Nicodemo Cal Exposito,54,Melilla,Volkswagen,ID.3,2022,276,Ultra Rápida,2023-03-06,2.5.3,No
Fabricio Che Tena Quiroga,68,Castellón,Tesla,Model X,2025,599,Ultra Rápida,2023-11-13,8.6.6,Sí
Abilio Riquelme Guitart,45,Ciudad,Chevrolet,Bolt EV,2023,571,Ultra Rápida,2024-03-29,6.9.4,Sí
Abigaíl Folch Larrea,79,Almería,Audi,e-tron,2020,577,Ultra Rápida,2023-04-26,2.2.1,No
Yéssica del Palacio,47,Lugo,BMW,i4,2022,393,Ultra Rápida,2022-10-27,4.7.7,Sí
Sebastián de Carballo,59,Segovia,Tesla,Model 3,2019,325,Rápida,2022-07-08,6.9.4,No
Adalberto Alarcón Abella,56,Pontevedra,Tesla,Model X,2021,435,Lenta,2022-09-20,1.7.0,Sí
Reyna Cerdá Vilaplana,55,Palencia,Nissan,Ariya,2021,554,Ultra Rápida,2025-01-01,6.7.3,Sí
Pablo Muñoz Pino,78,Cáceres,Ford,Mustang Mach-E,2022,210,Rápida,2024-10-25,3.4.0,Sí
Bartolomé Palau Vall,65,Álava,Kia,Niro EV,2019,336,Lenta,2023-02-09,7.9.4,No
Toribio Lisandro Sánchez Mora,37,Asturias,Hyundai,Ioniq 5,2022,441,Rápida,2024-11-25,6.7.8,Sí
Josefa Mena Villalobos,39,Zamora,Nissan,Leaf,2022,580,Rápida,2024-09-25,5.9.0,No
Maximiliano Evaristo Barco Bueno,59,Ourense,Audi,Q4 e-tron,2019,337,Ultra Rápida,2024-02-17,1.5.3,Sí
Sigfrido Abril Casado,53,Cuenca,Ford,F-150 Lightning,2024,212,Ultra Rápida,2024-07-22,6.4.0,Sí
Catalina Busquets Esteve,73,Teruel,Hyundai,Ioniq 5,2023,330,Lenta,2022-05-13,6.7.9,Sí
Josefina del Izquierdo,61,Albacete,Chevrolet,Bolt EV,2020,475,Rápida,2024-05-26,7.2.6,No
Inés África Asenjo Villalba,49,Valencia,Ford,Mustang Mach-E,2024,208,Lenta,2025-04-18,10.5.1,No
Danilo Conesa Millán,45,Madrid,Nissan,Ariya,2019,286,Ultra Rápida,2022-10-13,9.4.0,No
Guillermo de Palacios,33,Badajoz,Tesla,Model 3,2018,579,Ultra Rápida,2022-09-03,9.8.3,No
Aurora Puente Verdejo,42,Cuenca,Tesla,Model S,2018,430,Rápida,2023-06-22,5.5.6,No
Carmen Cañizares,79,Ciudad,Nissan,Ariya,2020,198,Ultra Rápida,2024-04-03,4.0.0,No
Olegario Cabrero Tejedor,57,Badajoz,Volkswagen,ID.4,2024,596,Lenta,2024-03-19,10.2.6,No
Jerónimo Amor Rojas,61,Jaén,Chevrolet,Bolt EUV,2022,207,Ultra Rápida,2023-11-07,8.1.1,No
Manuela Bautista Blanes,59,Zamora,BMW,iX,2024,353,Rápida,2022-09-18,10.4.9,Sí
Teodosio Benito Ocaña,63,Tarragona,Chevrolet,Bolt EV,2022,321,Ultra Rápida,2024-04-22,10.1.3,Sí
Hugo Salas Arribas,37,Santa Cruz de Tenerife,Kia,EV6,2024,499,Lenta,2024-09-15,6.3.5,Sí
Cebrián del Galan,53,Santa Cruz de Tenerife,Tesla,Model S,2023,438,Ultra Rápida,2024-01-27,8.8.5,No
Clímaco Cánovas,70,Burgos,Chevrolet,Bolt EUV,2019,167,Ultra Rápida,2024-10-18,9.2.1,No
Etelvina Baró Juárez,57,Lleida,Tesla,Model X,2019,256,Ultra Rápida,2024-06-25,1.4.0,Sí
África Castro Zamora,69,Navarra,Tesla,Model Y,2018,154,Ultra Rápida,2024-05-16,9.5.4,Sí
Ángeles Márquez Perera,23,Ceuta,Kia,Niro EV,2020,229,Rápida,2023-05-05,6.7.3,No
Nilda Guillén Puente,58,Asturias,Audi,Q4 e-tron,2019,224,Ultra Rápida,2023-07-16,10.0.8,No
Pedro Egea Torrecilla,55,Navarra,Tesla,Model S,2023,273,Lenta,2024-06-15,7.1.0,No
Sebastian Palacio Carnero,26,Pontevedra,Nissan,Ariya,2025,302,Ultra Rápida,2024-11-26,9.6.0,Sí
Maxi Gálvez Giménez,36,Almería,Nissan,Leaf,2023,436,Lenta,2023-10-01,8.5.1,Sí
Feliciana Téllez Dalmau,19,Baleares,Ford,F-150 Lightning,2023,367,Ultra Rápida,2022-09-18,2.0.6,Sí
Loreto de Nevado,55,Cantabria,Hyundai,Kona Electric,2022,287,Rápida,2023-08-02,1.3.2,Sí
Fulgencio Amo Manrique,39,Alicante,Nissan,Leaf,2020,595,Lenta,2024-05-28,9.2.4,Sí
Marianela Duran Mateos,24,Melilla,Volkswagen,ID.3,2018,240,Lenta,2023-10-26,4.4.9,Sí
Fernando Verdejo Egea,42,Ciudad,Hyundai,Kona Electric,2021,276,Ultra Rápida,2024-08-23,6.7.0,No
Benigno Benet,32,Burgos,Hyundai,Ioniq 5,2021,317,Rápida,2023-09-13,6.7.8,Sí
César Arturo Huguet Pizarro,67,Santa Cruz de Tenerife,Kia,Niro EV,2023,558,Rápida,2024-12-05,9.0.5,No
Primitiva Castillo Castro,23,Asturias,Kia,Niro EV,2025,555,Rápida,2024-02-01,6.4.0,No
Ester Infante Maldonado,52,Salamanca,Hyundai,Kona Electric,2021,426,Ultra Rápida,2025-01-10,6.2.5,Sí
Custodia Alonso Benito,62,La Rioja,Ford,Mustang Mach-E,2020,513,Ultra Rápida,2024-01-06,2.0.2,No
Fabricio Malo Alarcón,38,Guipúzcoa,Kia,EV6,2020,372,Rápida,2023-11-16,5.1.7,No
Eleuterio Tolosa Corral,73,La Coruña,Audi,e-tron,2021,223,Ultra Rápida,2023-04-05,4.9.8,Sí
Carmen Pablo Cabeza,21,Toledo,BMW,iX,2023,349,Ultra Rápida,2023-09-22,8.1.7,Sí
Nuria Alegre,50,Almería,Tesla,Model 3,2025,275,Rápida,2023-07-28,4.3.9,Sí
Aurelio Antón,58,Cádiz,Tesla,Model Y,2021,308,Lenta,2024-03-20,4.1.7,No
Socorro Moya Sotelo,58,Madrid,Audi,Q4 e-tron,2018,175,Lenta,2023-11-15,9.4.8,No
Itziar Vicente Narváez,39,Málaga,Chevrolet,Bolt EUV,2022,336,Lenta,2024-04-12,7.5.6,No
Martina Rey-Román,34,Córdoba,Tesla,Model S,2024,208,Ultra Rápida,2022-10-07,3.2.7,Sí
Débora Fuster Heras,41,Segovia,Volkswagen,ID.3,2019,570,Rápida,2025-01-01,10.8.5,No
Carmen de Marquez,29,Castellón,Nissan,Leaf,2018,483,Ultra Rápida,2024-03-27,6.9.5,No
Ester Lledó Marqués,19,León,Hyundai,Ioniq 5,2024,409,Ultra Rápida,2023-04-17,8.3.1,No
Javier Cuesta Lastra,19,Jaén,Audi,e-tron,2023,417,Rápida,2022-07-05,8.8.3,Sí
Che Camacho Tomé,59,Pontevedra,Chevrolet,Bolt EUV,2019,338,Lenta,2024-02-27,5.0.1,No
Vito Valle Ochoa,67,Segovia,Volkswagen,ID.4,2019,429,Lenta,2024-10-22,5.3.9,Sí
Flora Irene Portero Girón,79,Almería,Tesla,Model X,2025,206,Ultra Rápida,2024-04-09,6.2.9,No
Victorino Morán Flores,32,Tarragona,Ford,Mustang Mach-E,2023,349,Lenta,2022-10-18,3.0.0,Sí
Ruben Cervantes,45,Málaga,Nissan,Leaf,2023,303,Ultra Rápida,2024-05-13,4.1.1,No
Carmelita Contreras-Chico,35,Lleida,Volkswagen,ID.3,2021,461,Lenta,2023-05-06,7.4.6,Sí
Leonor Rodrigo Cardona,55,Murcia,Kia,Niro EV,2023,198,Lenta,2022-12-18,1.0.3,No
Dorita Posada Bauzà,48,Ourense,Kia,Niro EV,2021,537,Ultra Rápida,2023-01-19,1.8.9,No
Carmelita Núñez Martin,63,Segovia,Kia,Niro EV,2021,249,Ultra Rápida,2023-09-24,8.4.0,No
Hilda Cáceres Castells,18,Toledo,Chevrolet,Bolt EV,2023,595,Rápida,2023-08-18,7.3.6,No
Sebastian Farré Serrano,26,La Rioja,Tesla,Model Y,2023,468,Rápida,2025-02-06,10.0.9,No
Luisa Rosa Robles,18,Alicante,Audi,e-tron,2020,324,Lenta,2022-08-17,5.4.2,No
Chus Reina Fuertes,37,La Rioja,Ford,F-150 Lightning,2021,358,Ultra Rápida,2023-11-20,8.7.2,No
Evelia Mata Manzano,78,Albacete,Ford,Mustang Mach-E,2023,475,Rápida,2023-08-23,8.5.8,Sí
Nydia Bustamante Pino,47,Salamanca,Nissan,Leaf,2018,528,Ultra Rápida,2022-07-26,8.9.6,No
Gaspar Morera Pinto,49,Alicante,Hyundai,Ioniq 5,2019,200,Ultra Rápida,2025-01-18,7.3.4,No
María Pilar Torrent Ramírez,38,Zaragoza,Kia,EV6,2022,495,Ultra Rápida,2024-01-12,1.3.0,No
Encarnita Ugarte Garmendia,18,Málaga,Hyundai,Ioniq 5,2024,170,Rápida,2024-06-06,10.1.7,No
Regina Cardona Hernández,49,Lleida,Chevrolet,Bolt EUV,2025,402,Lenta,2023-03-25,7.6.4,No
Armida Alfonso,52,Cádiz,Ford,F-150 Lightning,2023,334,Rápida,2024-04-01,7.8.7,No
Rico Lozano Rojas,57,Barcelona,Volkswagen,ID.4,2024,462,Rápida,2023-08-17,1.3.7,No
Jose Francisco Cárdenas Grande,44,Murcia,Hyundai,Kona Electric,2025,302,Rápida,2022-07-06,10.8.1,No
Hilda Barco Maldonado,71,Sevilla,Ford,Mustang Mach-E,2020,238,Lenta,2022-06-09,7.2.6,No
Claudio Ferreras Andrés,54,Ávila,Tesla,Model Y,2019,162,Ultra Rápida,2024-03-25,3.0.7,Sí
Vicente Badía Narváez,41,Asturias,Hyundai,Ioniq 5,2018,406,Rápida,2023-04-29,2.9.5,No
Rosario Rocamora Lerma,52,Lugo,Chevrolet,Bolt EUV,2022,542,Lenta,2024-03-12,3.0.2,Sí
Ileana Benet Marqués,65,Zamora,Chevrolet,Bolt EUV,2022,263,Lenta,2022-12-09,6.3.6,Sí
Natalia Pinto Reyes,29,Castellón,Tesla,Model S,2025,219,Lenta,2024-12-25,1.4.2,Sí
Lara Vilalta Cuadrado,44,León,Volkswagen,ID.4,2020,551,Rápida,2022-08-07,4.0.2,No
Etelvina Mendoza Adadia,44,Cantabria,Nissan,Ariya,2018,516,Rápida,2024-05-09,7.2.3,No
Faustino Casal Mayoral,22,Zamora,Hyundai,Ioniq 5,2022,238,Lenta,2023-10-11,4.5.9,Sí
Alberto Fuentes Montes,48,Cádiz,Kia,Niro EV,2020,310,Ultra Rápida,2024-01-10,3.8.3,Sí
Gil Araujo Blanes,58,Navarra,Volkswagen,ID.3,2018,180,Ultra Rápida,2024-10-24,8.7.3,No
Imelda de Berenguer,52,Tarragona,Hyundai,Ioniq 5,2024,543,Rápida,2024-07-19,5.4.9,Sí
Timoteo Palomar Pulido,37,Baleares,Hyundai,Ioniq 5,2022,349,Lenta,2023-05-08,8.5.7,Sí
Brunilda Carranza Bou,53,Madrid,Ford,Mustang Mach-E,2024,326,Ultra Rápida,2023-06-02,3.9.2,Sí
Zaida Duque,35,Ciudad,Tesla,Model S,2022,505,Ultra Rápida,2024-04-13,7.9.8,Sí
Cruz Palomino Oliveras,19,Asturias,Nissan,Ariya,2020,409,Rápida,2024-03-06,8.6.8,Sí
Guiomar Valderrama Reyes,31,Álava,Ford,F-150 Lightning,2020,218,Rápida,2024-05-06,4.0.2,No
Eli Lidia Sola Ramis,62,Vizcaya,BMW,i4,2025,280,Lenta,2022-10-26,6.4.7,Sí
Carina Pera Alemán,24,La Coruña,Chevrolet,Bolt EV,2023,250,Ultra Rápida,2024-07-16,7.7.4,No
Aníbal Castejón-Somoza,54,Murcia,Volkswagen,ID.3,2023,575,Rápida,2023-12-18,7.4.0,Sí
Ovidio Aguirre Mancebo,35,Lugo,Hyundai,Ioniq 5,2022,506,Ultra Rápida,2024-02-07,3.5.2,Sí
Juan Carlos Pi Garay,67,Sevilla,Ford,Mustang Mach-E,2018,454,Ultra Rápida,2024-09-07,3.8.1,Sí
Florentino del Sureda,22,Zamora,Kia,Niro EV,2021,207,Rápida,2024-11-09,5.0.4,No
Poncio Jordán Río Murillo,24,Álava,Kia,Niro EV,2025,203,Ultra Rápida,2024-05-28,6.0.2,Sí
Calixta Pinilla Cabello,61,Córdoba,Chevrolet,Bolt EV,2023,319,Ultra Rápida,2022-08-26,6.8.4,No
Marisol Delgado Sáez,57,Badajoz,Chevrolet,Bolt EV,2023,445,Rápida,2025-04-07,1.1.3,Sí
Ainoa Lamas-Cerezo,48,Soria,Tesla,Model Y,2023,235,Rápida,2024-09-01,1.1.8,Sí
Tecla Valverde,24,Burgos,BMW,iX,2025,179,Rápida,2025-03-02,8.7.1,Sí
Rafa Requena Barral,61,Las Palmas,Chevrolet,Bolt EV,2018,515,Rápida,2024-08-28,4.9.7,Sí
Juan Luis Marí Mas,19,Barcelona,Ford,F-150 Lightning,2024,214,Lenta,2023-04-04,10.5.9,No
Sancho Abella Colomer,18,Sevilla,Tesla,Model Y,2025,207,Rápida,2022-09-30,4.2.1,No
Osvaldo Vilanova Infante,59,Navarra,Chevrolet,Bolt EUV,2018,286,Lenta,2024-10-25,2.4.4,Sí
Belen Gema Arranz Tejero,61,Barcelona,BMW,iX,2018,360,Ultra Rápida,2023-06-16,3.9.4,No
Ale Teodosio Serrano Solera,80,Murcia,Volkswagen,ID.4,2019,408,Lenta,2025-01-29,8.1.6,No
Odalys Cortés Galvez,43,Valencia,Ford,Mustang Mach-E,2019,435,Rápida,2023-05-29,8.1.3,No
Albina Miranda,64,Almería,Hyundai,Kona Electric,2023,557,Lenta,2025-04-12,9.0.1,Sí
Lupe Vera,24,Álava,Nissan,Leaf,2021,460,Rápida,2023-02-14,7.5.7,No
Danilo Ros Ayuso,46,Girona,Ford,F-150 Lightning,2025,467,Lenta,2024-08-26,9.0.6,No
Oriana Menéndez Villar,40,Toledo,Audi,Q4 e-tron,2018,430,Ultra Rápida,2023-09-11,10.3.8,No
Emilio Santana Robles,33,Granada,Hyundai,Ioniq 5,2019,562,Lenta,2025-03-01,4.9.9,Sí
Adán Zabala-Toledo,76,Alicante,Audi,e-tron,2025,540,Ultra Rápida,2023-01-08,1.6.1,No
Alma Eloísa Lamas Guardiola,31,Barcelona,Nissan,Ariya,2021,513,Lenta,2023-03-19,7.7.5,Sí
Maite Pelayo Antúnez,61,Las Palmas,Nissan,Ariya,2018,162,Ultra Rápida,2022-12-29,4.8.6,No
Adolfo Arcos Andreu,22,Las Palmas,Audi,e-tron,2023,403,Lenta,2024-09-04,4.6.5,No
Lucía Jordán Bermúdez,72,Zaragoza,Ford,F-150 Lightning,2019,393,Ultra Rápida,2022-11-06,2.8.6,Sí
Julia Salazar,79,Zaragoza,Hyundai,Ioniq 5,2023,197,Rápida,2022-06-12,2.7.4,Sí
Anabel Imelda Prado Figuerola,47,Girona,Nissan,Ariya,2023,327,Ultra Rápida,2023-10-04,5.7.7,No
Roxana Violeta Pujol Cuesta,67,Guipúzcoa,Kia,EV6,2023,598,Lenta,2023-02-11,3.1.2,Sí
Saturnina del Ferrando,27,Las Palmas,Volkswagen,ID.3,2024,567,Ultra Rápida,2025-03-11,5.3.2,No
Dorita Paula Aller Casals,19,Ourense,Ford,F-150 Lightning,2018,502,Lenta,2025-02-10,5.1.9,No
Américo Pedro Salgado,57,Santa Cruz de Tenerife,Tesla,Model X,2025,336,Rápida,2023-10-08,8.5.6,No
René Paredes Ortega,63,Baleares,Hyundai,Kona Electric,2025,427,Lenta,2024-12-22,10.0.6,Sí
Lidia Azorin Cabañas,56,Valladolid,Hyundai,Ioniq 5,2022,297,Rápida,2023-05-05,9.4.8,Sí
Julio César Llorens Crespo,40,Álava,Ford,Mustang Mach-E,2019,553,Rápida,2022-08-31,4.2.6,No
Nélida Tenorio Herrera,44,Las Palmas,Ford,Mustang Mach-E,2019,244,Ultra Rápida,2023-11-09,1.7.1,No
Ernesto Isidoro Hernandez Sarabia,57,La Rioja,Ford,Mustang Mach-E,2020,444,Lenta,2022-07-23,7.0.9,No
Diana Huguet Sureda,56,Ourense,Nissan,Ariya,2022,258,Rápida,2024-07-18,10.8.6,No
Inés Miralles España,60,Zaragoza,Hyundai,Ioniq 5,2025,272,Ultra Rápida,2023-08-20,1.2.3,Sí
Reyes Marqués-Manrique,46,Granada,Audi,Q4 e-tron,2019,236,Lenta,2024-12-08,7.0.7,Sí
Melchor Escrivá Terrón,39,Burgos,Chevrolet,Bolt EV,2022,359,Rápida,2024-12-12,9.9.6,No
Raimundo Marqués Berrocal,61,Santa Cruz de Tenerife,BMW,i3,2020,553,Lenta,2024-03-11,2.8.7,No
Estrella Ayuso-Mate,61,Barcelona,Audi,e-tron,2018,546,Rápida,2023-11-07,5.2.7,Sí
Esther de Echevarría,67,Albacete,Volkswagen,ID.4,2019,524,Ultra Rápida,2024-08-23,3.1.2,No
Abigaíl Nicolau Muro,50,Albacete,Nissan,Leaf,2025,525,Ultra Rápida,2022-12-22,3.7.5,Sí
Feliciano del Pallarès,51,Guadalajara,Hyundai,Ioniq 5,2019,367,Ultra Rápida,2023-06-20,10.9.3,Sí
Ainara Plaza Mascaró,47,Castellón,Ford,Mustang Mach-E,2025,535,Lenta,2024-08-02,9.3.4,No
Felicidad Apolonia Sola Canales,47,Córdoba,Tesla,Model X,2019,344,Lenta,2024-03-30,10.8.4,Sí
Coral Santiago Clavero,49,Ourense,Tesla,Model Y,2022,546,Ultra Rápida,2024-08-11,4.0.6,No
Laura Granados Palomares,67,Madrid,Hyundai,Kona Electric,2019,547,Lenta,2023-05-13,5.9.1,Sí
Luna Cabeza Leal,40,Asturias,Volkswagen,ID.3,2020,583,Ultra Rápida,2023-08-05,8.1.1,No
Amancio Sans Vázquez,54,Huesca,Kia,EV6,2018,417,Ultra Rápida,2022-05-31,8.5.4,Sí
Santiago del Tolosa,68,Ourense,Tesla,Model 3,2018,587,Rápida,2024-05-28,7.4.6,No
Gisela Gaya Vendrell,78,Lugo,BMW,i4,2018,246,Lenta,2023-07-07,7.2.7,Sí
Rodrigo de Villa,23,Lleida,Tesla,Model 3,2024,470,Ultra Rápida,2022-09-03,7.7.3,Sí
Saturnino Armengol-Sánchez,73,Lugo,Ford,Mustang Mach-E,2022,242,Ultra Rápida,2023-09-11,5.3.8,Sí
Amalia Arana Batlle,50,Las Palmas,Chevrolet,Bolt EUV,2025,252,Ultra Rápida,2024-04-12,6.7.1,Sí
Julie Mayte González Seguí,66,Santa Cruz de Tenerife,Ford,Mustang Mach-E,2019,398,Ultra Rápida,2024-09-27,7.6.1,Sí
Julia Valentina Puente Marquez,44,Ceuta,Hyundai,Ioniq 5,2024,576,Ultra Rápida,2023-08-23,5.9.0,No
Micaela Cabanillas Llorens,35,Baleares,Tesla,Model S,2019,340,Rápida,2024-04-04,8.5.5,Sí
Máxima Murcia-Gelabert,63,Cáceres,Volkswagen,ID.3,2023,217,Ultra Rápida,2025-01-13,9.5.0,No
Olga Leiva Palomares,54,Guadalajara,Audi,Q4 e-tron,2020,236,Rápida,2024-08-10,8.9.5,Sí
Dani de Vilaplana,75,Segovia,Audi,e-tron,2021,449,Ultra Rápida,2023-04-20,5.8.6,Sí
Xavier Vargas Álvaro,78,Granada,Nissan,Leaf,2023,384,Rápida,2023-09-20,4.4.6,Sí
Alexandra Conesa Palomares,61,Lugo,Hyundai,Ioniq 5,2020,431,Rápida,2022-06-25,3.3.3,Sí
Ana Piquer,56,Cáceres,Volkswagen,ID.3,2022,382,Ultra Rápida,2024-12-01,7.7.2,No
María Luisa de Montoya,53,Soria,Tesla,Model 3,2019,172,Lenta,2022-06-11,8.7.9,No
Toni Lopez,33,Teruel,Kia,Niro EV,2023,576,Rápida,2024-03-16,10.9.8,Sí
Amaya Hernández Arranz,51,Salamanca,Ford,F-150 Lightning,2023,395,Ultra Rápida,2023-07-24,1.5.0,Sí
Danilo Macías Cardona,19,Las Palmas,BMW,i3,2019,381,Lenta,2023-07-02,5.2.9,No
Yaiza Montserrat Francisco,22,Huesca,Tesla,Model S,2021,185,Rápida,2022-09-12,2.6.7,Sí
Ascensión Cañizares Prada,76,Las Palmas,Tesla,Model Y,2020,163,Rápida,2024-11-22,7.9.3,No
Vicente Egea Vives,56,Ávila,Chevrolet,Bolt EV,2025,161,Ultra Rápida,2023-07-13,2.5.1,Sí
Jose Ramón Rivero Villaverde,30,Valencia,Tesla,Model Y,2022,554,Rápida,2024-09-01,7.8.2,No
Paulino Quero Palomar,77,Girona,BMW,i4,2025,174,Lenta,2024-11-15,4.9.2,No
Casandra Martorell-Herrera,25,Cuenca,Kia,EV6,2023,251,Ultra Rápida,2022-12-01,7.2.3,Sí
Alex del Aguilera,69,Huesca,Ford,Mustang Mach-E,2020,259,Ultra Rápida,2023-08-10,2.7.2,No
Luz Simó Castells,59,Álava,Chevrolet,Bolt EV,2024,401,Rápida,2023-06-19,2.1.3,Sí
Aurelio Llopis Huertas,22,Albacete,Kia,EV6,2018,213,Lenta,2024-02-22,6.3.1,No
Dionisio Cerdán Segura,41,Zamora,Ford,Mustang Mach-E,2024,191,Ultra Rápida,2025-01-11,2.9.4,No
Yaiza Huguet Carrión,56,Guadalajara,Hyundai,Kona Electric,2018,567,Rápida,2023-01-09,9.0.1,Sí
Fidel Clímaco Manzanares Ponce,68,Barcelona,Ford,Mustang Mach-E,2023,270,Lenta,2023-04-11,8.4.2,Sí
Oriana Gonzalez-Jiménez,31,Segovia,Kia,Niro EV,2025,259,Lenta,2024-01-04,2.3.2,No
Heraclio Domínguez Baró,80,Pontevedra,Volkswagen,ID.4,2018,287,Rápida,2023-06-26,5.7.5,Sí
Jacinto Morcillo Quiroga,19,Soria,Chevrolet,Bolt EUV,2019,457,Lenta,2024-08-10,4.4.3,No
Isidoro Castañeda Puente,72,Huelva,Kia,EV6,2018,440,Ultra Rápida,2025-01-08,8.9.1,No
Nicolás Cristian Neira Tamarit,32,León,Tesla,Model 3,2019,303,Rápida,2025-03-02,1.1.2,No
Alonso Correa Cabrera,73,Huelva,Ford,Mustang Mach-E,2021,318,Rápida,2024-09-25,7.1.9,No
Albert Serrano Castells,38,Albacete,Chevrolet,Bolt EUV,2024,406,Ultra Rápida,2024-12-06,3.6.6,Sí
María Manuela Fajardo Campos,64,Córdoba,Chevrolet,Bolt EUV,2021,470,Ultra Rápida,2023-11-29,7.5.9,No
Esther Miralles-Taboada,58,Granada,Audi,Q4 e-tron,2024,527,Ultra Rápida,2024-10-24,5.7.0,No
Damián Álvarez Cañellas,22,Palencia,Ford,F-150 Lightning,2023,150,Lenta,2022-11-26,1.8.3,No
Iris Fajardo Alberto,21,Salamanca,Hyundai,Ioniq 5,2021,482,Lenta,2022-09-13,3.6.1,No
Inmaculada Espejo Guerrero,69,Las Palmas,BMW,i3,2024,179,Ultra Rápida,2022-06-03,2.3.1,No
María Teresa de González,22,Tarragona,Nissan,Leaf,2019,548,Rápida,2022-10-03,6.1.7,Sí
Áurea Sanjuan Valverde,41,Guadalajara,Ford,F-150 Lightning,2020,490,Rápida,2024-11-12,7.2.1,No
Pilar Díaz Ferrando,43,Salamanca,Kia,Niro EV,2019,565,Rápida,2023-08-29,2.1.3,Sí
Juan Francisco Corbacho Núñez,62,Guipúzcoa,Volkswagen,ID.4,2019,454,Ultra Rápida,2024-07-25,7.2.4,No
Cristian Téllez Alonso,27,Guadalajara,Audi,e-tron,2019,196,Ultra Rápida,2024-10-23,10.9.3,No
Dulce Zaira Ocaña Torrecilla,30,Ciudad,Tesla,Model Y,2018,420,Lenta,2022-07-03,3.5.0,Sí
Valerio de Ordóñez,50,Pontevedra,Nissan,Ariya,2018,400,Lenta,2024-04-13,8.4.9,Sí
Maximiano Fabricio Rocha Castelló,61,Cantabria,Chevrolet,Bolt EUV,2018,293,Rápida,2025-04-16,2.3.7,Sí
Virgilio Valls-Osuna,50,Castellón,Nissan,Leaf,2025,498,Lenta,2025-04-01,7.7.2,No
Agustina Vilalta Cantero,50,Segovia,Hyundai,Ioniq 5,2025,586,Ultra Rápida,2024-01-08,5.3.2,No
Jordán Antón,48,Melilla,Tesla,Model 3,2020,180,Rápida,2022-06-16,8.3.9,No
Loida Cuesta Aragonés,43,Zaragoza,Hyundai,Kona Electric,2024,427,Lenta,2023-12-19,5.0.6,Sí
Horacio Coello Palma,24,Salamanca,Tesla,Model Y,2022,468,Rápida,2023-05-01,4.6.5,No
Dominga Alcaraz Gilabert,41,Cuenca,BMW,iX,2019,317,Lenta,2022-04-27,2.0.1,No
Gema Bayona,63,Cantabria,Ford,F-150 Lightning,2025,192,Lenta,2023-02-10,9.8.8,Sí
Andrés Nazaret Ferrero Llorente,41,Ávila,Volkswagen,ID.4,2021,393,Lenta,2022-11-28,6.8.5,No
Rubén Alemany Córdoba,66,Salamanca,Chevrolet,Bolt EV,2021,536,Ultra Rápida,2024-05-04,10.3.6,No
Toribio Pascual Samper,77,Guipúzcoa,Tesla,Model S,2021,310,Lenta,2022-06-16,9.9.5,Sí
Camila de Quirós,39,Cáceres,Kia,EV6,2024,431,Rápida,2024-09-26,7.2.2,No
Lupita Castañeda Pascual,47,Barcelona,Volkswagen,ID.4,2020,195,Ultra Rápida,2024-09-15,2.1.0,Sí
Borja Garcés Lucena,52,Navarra,Kia,EV6,2023,252,Ultra Rápida,2022-10-09,2.0.2,No
Jimena de Uribe,36,Jaén,Ford,Mustang Mach-E,2021,568,Ultra Rápida,2023-10-25,5.5.3,No
Javiera de Lillo,76,Tarragona,Tesla,Model S,2023,580,Rápida,2024-12-23,5.6.7,No
